state,date,monthly_num_plants,yearly_num_plants,total_facility_age,total_weighted_facility_age
SD,2018-07,7,5,1261,92610097.66
TN,2018-07,15,11,3099,1115537269.63
TX,2018-07,124,112,24865,8044285317.44
UT,2018-07,11,11,2159,907125863.49
VA,2018-07,35,30,5882,833039443.15
VT,2018-07,3,3,489,6371788.5
WA,2018-07,11,11,1844,438622195.88
WI,2018-07,34,32,7408,1246382173.25
WV,2018-07,17,13,3353,1887919379.68
WY,2018-07,12,12,2346,1022861374.49
AL,2018-08,30,26,5997,2105194586.87
AR,2018-08,17,14,3292,1097675823.33
AZ,2018-08,26,24,5485,1902024539.76
CA,2018-08,106,97,16961,1590502109.25
CO,2018-08,23,22,4972,1083590355.14
CT,2018-08,22,15,3953,251849371.23
DC,2018-08,1,0,209,0.0
DE,2018-08,12,7,2430,109435083.0
FL,2018-08,54,51,12438,4711626485.14
GA,2018-08,31,29,6815,2036703180.31
IA,2018-08,24,18,5217,844757273.91
ID,2018-08,5,4,907,81517285.02
IL,2018-08,59,39,12067,1926057712.89
IN,2018-08,39,30,8130,2499754926.71
KS,2018-08,23,13,5344,664530608.39
KY,2018-08,24,22,5670,2237712755.61
LA,2018-08,27,25,5859,1653757195.86
MA,2018-08,31,24,6461,495500186.73
MD,2018-08,17,17,3202,304798332.92
ME,2018-08,6,4,1341,77331571.69
MI,2018-08,37,31,6797,1774956892.03
MN,2018-08,27,27,4869,869702718.85
MO,2018-08,32,21,7384,2058837938.02
MS,2018-08,22,21,4655,1071291361.23
MT,2018-08,5,6,862,271192537.37
NC,2018-08,29,27,5749,1649561147.15
ND,2018-08,9,9,1731,737338358.5
NE,2018-08,16,14,3230,619312838.01
NH,2018-08,6,5,1266,103800284.17999999
NJ,2018-08,34,29,7019,790873660.28
NM,2018-08,16,15,3191,617764829.21
NV,2018-08,13,11,2537,661714723.86
NY,2018-08,85,67,18146,1471114986.56
OH,2018-08,42,27,7443,2185646276.34
OK,2018-08,26,24,5425,1431239873.42
OR,2018-08,8,8,1537,447569116.02
PA,2018-08,67,63,13562,2137761340.81
PR,2018-08,1,0,14,4212580.12
RI,2018-08,6,5,1386,185436811.67000002
SC,2018-08,23,17,4414,1062746157.43
SD,2018-08,7,5,1268,85062629.75999999
TN,2018-08,15,11,3114,997511066.63
TX,2018-08,122,112,24469,7672753227.71
UT,2018-08,11,11,2170,926777701.16
VA,2018-08,35,30,5917,841666782.52
VT,2018-08,3,3,492,7521345.0
WA,2018-08,11,11,1855,503522159.82
WI,2018-08,34,32,7310,1284022366.31
WV,2018-08,16,13,3275,1913597605.2
WY,2018-08,12,12,2358,1058549397.97
AL,2018-09,30,26,6027,1933545941.25
AR,2018-09,18,14,3570,868712694.48
AZ,2018-09,25,24,5328,1763537976.8400002
CA,2018-09,102,97,16887,1202465624.61
CO,2018-09,23,22,4995,925244167.35
CT,2018-09,24,15,4209,214609867.41
DC,2018-09,1,0,210,0.0
DE,2018-09,10,7,2139,72280180.77000001
FL,2018-09,54,51,12492,4643369285.61
GA,2018-09,32,29,7131,2140053815.85
IA,2018-09,23,18,4980,765929733.3
ID,2018-09,5,4,912,56645925.54000001
IL,2018-09,57,39,11877,1734558294.24
IN,2018-09,38,30,7842,2183173966.77
KS,2018-09,20,13,4584,506951673.39
KY,2018-09,24,22,5694,1981629663.27
LA,2018-09,26,25,5625,1522842950.25
MA,2018-09,30,24,6255,295636347.71999997
MD,2018-09,17,17,2754,257801335.98
ME,2018-09,5,4,1086,40485982.68
MI,2018-09,40,31,7449,1457538264.96
MN,2018-09,28,27,5103,733933101.9300001
MO,2018-09,38,21,8370,1580573021.4
MS,2018-09,21,21,4530,1000867819.4699999
MT,2018-09,6,6,1047,360388029.29999995
NC,2018-09,28,27,5604,1548686091.51
ND,2018-09,9,9,1740,639772437.06
NE,2018-09,16,14,3450,543052419.81
NH,2018-09,8,5,1512,62242892.129999995
NJ,2018-09,32,29,6495,674482005.39
NM,2018-09,16,15,3207,540417411.66
NV,2018-09,13,11,2550,561678957.03
NY,2018-09,82,67,17478,1055322608.73
OH,2018-09,44,27,7980,1942723175.55
OK,2018-09,24,24,5166,1137668229.15
OR,2018-09,8,8,1545,445305664.05
PA,2018-09,66,63,13350,1553137929.6
PR,2018-09,1,0,15,4359391.2
RI,2018-09,6,5,1392,176552089.29000002
SC,2018-09,22,17,4380,1019053862.01
SD,2018-09,7,5,1275,29976925.979999997
TN,2018-09,15,11,3129,916777873.62
TX,2018-09,118,112,23730,6634014983.37
UT,2018-09,11,11,2181,727472120.52
VA,2018-09,34,30,5793,712842316.08
VT,2018-09,3,3,495,5106334.5
WA,2018-09,10,11,1713,476849863.92
WI,2018-09,33,32,7080,1054133326.02
WV,2018-09,16,13,3291,1369324991.8500001
WY,2018-09,12,12,2370,886631323.5300001
AL,2018-10,25,26,5521,1647754815.2
AR,2018-10,14,14,2666,883420458.66
AZ,2018-10,25,24,5353,1492570276.08
CA,2018-10,101,97,16172,1337293515.66
CO,2018-10,22,22,4756,869460104.43
CT,2018-10,15,15,2880,208010176.06
DC,2018-10,1,0,211,0.0
DE,2018-10,7,7,1504,65306482.55
FL,2018-10,54,51,12546,4269536073.25
GA,2018-10,32,29,7163,1769335815.21
IA,2018-10,20,18,4193,721332947.51
ID,2018-10,4,4,838,38923766.980000004
IL,2018-10,50,39,11096,1244824848.16
IN,2018-10,31,30,7069,2260543807.3
KS,2018-10,18,13,4080,482876981.09
KY,2018-10,21,22,5310,1790741354.25
LA,2018-10,27,25,5913,1333374732.27
MA,2018-10,26,24,5792,231447684.14
MD,2018-10,15,17,2541,152181232.72
ME,2018-10,6,4,1353,66071725.53
MI,2018-10,32,31,6401,1171111220.92
MN,2018-10,26,27,4685,675610878.28
MO,2018-10,30,21,6978,1517741702.6
MS,2018-10,21,21,4437,793990899.65
MT,2018-10,4,6,721,415257120.28
NC,2018-10,25,27,5143,1201188132.33
ND,2018-10,9,9,1749,564536255.2900001
NE,2018-10,18,14,3354,578099735.81
NH,2018-10,5,5,992,67260755.85
NJ,2018-10,30,29,6105,586948497.42
NM,2018-10,14,15,2798,516210390.23
NV,2018-10,12,11,2520,429905030.51
NY,2018-10,72,67,15948,844851630.34
OH,2018-10,34,27,6775,1975587424.65
OK,2018-10,22,24,4903,753864344.53
OR,2018-10,8,8,1553,326304958.46
PA,2018-10,60,63,12378,1445501441.1000001
PR,2018-10,1,0,16,3787296.0
RI,2018-10,6,5,1398,167185210.56
SC,2018-10,16,17,3736,942553480.7299999
SD,2018-10,6,5,1020,5710599.55
TN,2018-10,11,11,2777,618778495.68
TX,2018-10,117,112,23718,5808919291.4
UT,2018-10,11,11,2192,718117306.12
VA,2018-10,30,30,5454,459998579.51
VT,2018-10,3,3,498,6683292.5
WA,2018-10,10,11,1723,354110693.5
WI,2018-10,32,32,6983,979779105.6899999
WV,2018-10,13,13,2854,1196878181.07
WY,2018-10,12,12,2382,910299483.0
AL,2018-11,25,26,5474,1411282637.55
AR,2018-11,16,14,3080,828306950.77
AZ,2018-11,22,24,4757,1308939366.17
CA,2018-11,103,97,16775,1202735414.18
CO,2018-11,21,22,4563,934483732.87
CT,2018-11,15,15,2922,220015506.23
DC,2018-11,1,0,212,0.0
DE,2018-11,9,7,1959,17135769.8
FL,2018-11,54,51,12600,3351940368.5099998
GA,2018-11,28,29,6203,1567954157.15
IA,2018-11,20,18,4444,753249812.66
ID,2018-11,5,4,922,51782753.60000001
IL,2018-11,39,39,8646,1309148843.44
IN,2018-11,32,30,7342,2324599437.42
KS,2018-11,18,13,4098,497007615.63
KY,2018-11,20,22,5068,1811043350.35
LA,2018-11,26,25,5779,1196118370.53
MA,2018-11,26,24,5770,217744841.26000002
MD,2018-11,17,17,2788,287979277.90000004
ME,2018-11,6,4,1359,33639339.61
MI,2018-11,29,31,5881,1236670433.8
MN,2018-11,25,27,4523,792516987.26
MO,2018-11,31,21,7115,1594317502.03
MS,2018-11,19,21,4136,773522897.37
MT,2018-11,5,6,877,417391828.96999997
NC,2018-11,25,27,5036,1304608106.8
ND,2018-11,9,9,1758,629805720.96
NE,2018-11,15,14,3231,545312266.42
NH,2018-11,6,5,1284,66738616.75
NJ,2018-11,31,29,6359,453239269.37
NM,2018-11,14,15,2851,584247235.79
NV,2018-11,12,11,2532,416671250.99
NY,2018-11,69,67,15282,695622687.77
OH,2018-11,29,27,5746,1870776541.75
OK,2018-11,23,24,5248,829919860.33
OR,2018-11,8,8,1561,374431213.19
PA,2018-11,62,63,12817,1446917966.8899999
PR,2018-11,1,0,17,5540231.66
RI,2018-11,6,5,1404,104011378.32
SC,2018-11,17,17,4015,900923068.92
SD,2018-11,7,5,1289,49117841.58
TN,2018-11,11,11,2788,547570576.57
TX,2018-11,117,112,23931,5157882745.21
UT,2018-11,11,11,2203,809072341.63
VA,2018-11,31,30,5462,445796665.16999996
VT,2018-11,2,3,382,4630838.25
WA,2018-11,7,11,1313,230833560.34
WI,2018-11,33,32,7242,940045546.17
WV,2018-11,14,13,3130,1085374731.54
WY,2018-11,12,12,2394,931278025.14
AL,2018-12,26,26,5787,1463023086.0900002
AR,2018-12,14,14,2718,818243608.32
AZ,2018-12,24,24,5190,1443550021.8
CA,2018-12,97,97,15852,1187750244.72
CO,2018-12,22,22,4800,1027711148.58
CT,2018-12,15,15,3036,230529097.83
DC,2018-12,1,0,213,0.0
DE,2018-12,7,7,1518,13729109.79
FL,2018-12,51,51,11985,3081010171.98
GA,2018-12,29,29,6321,1570104362.7
IA,2018-12,18,18,4200,766540035.87
ID,2018-12,4,4,762,57648742.35
IL,2018-12,39,39,8862,1266531962.19
IN,2018-12,30,30,7233,2318932141.08
KS,2018-12,13,13,3066,661519482.12
KY,2018-12,22,22,5616,1873729578.6
LA,2018-12,25,25,5580,1184721787.02
MA,2018-12,24,24,5238,254444936.13
MD,2018-12,17,17,2781,184931806.41
ME,2018-12,4,4,930,23529759.63
MI,2018-12,31,31,6396,1365917663.73
MN,2018-12,27,27,4923,785635451.1600001
MO,2018-12,21,21,5247,1710171518.04
MS,2018-12,21,21,4479,603080218.98
MT,2018-12,6,6,1065,377326802.22
NC,2018-12,27,27,5634,1269865456.41
ND,2018-12,9,9,1767,672040586.28
NE,2018-12,14,14,2871,546767939.79
NH,2018-12,5,5,1002,48167121.57
NJ,2018-12,29,29,5886,475577587.05
NM,2018-12,15,15,3066,611079865.05
NV,2018-12,11,11,2220,459214899.36
NY,2018-12,67,67,14829,693204724.35
OH,2018-12,27,27,5337,1934766157.44
OK,2018-12,24,24,5475,886715949.33
OR,2018-12,8,8,1569,466219755.84000003
PA,2018-12,63,63,12969,1844094105.1200001
PR,2018-12,1,0,18,5417946.36
RI,2018-12,5,5,1167,97531930.32
SC,2018-12,17,17,4032,700928894.6999999
SD,2018-12,5,5,957,82472976.99
TN,2018-12,11,11,2799,778942367.46
TX,2018-12,112,112,22380,5368558284.72
UT,2018-12,11,11,2214,932653995.78
VA,2018-12,30,30,5139,554610955.23
VT,2018-12,3,3,504,6111864.0
WA,2018-12,11,11,1899,334143310.77
WI,2018-12,32,32,6930,1010398252.5
WV,2018-12,13,13,2934,1399379983.32
WY,2018-12,12,12,2406,1052093351.82
AK,2019-01,1,0,1,27935.71
AL,2019-01,24,23,5430,1703321154.8600001
AR,2019-01,16,15,3226,909199813.98
AZ,2019-01,22,24,4738,1294637224.9
CA,2019-01,94,95,16144,1146442029.53
CO,2019-01,22,21,4822,1048422925.9499999
CT,2019-01,16,16,3190,209491492.76
DC,2019-01,1,0,214,0.0
DE,2019-01,10,7,2242,25613027.66
FL,2019-01,51,51,12054,3195607037.81
GA,2019-01,29,30,6410,1507653964.3799999
IA,2019-01,21,14,4617,731860781.36
ID,2019-01,5,5,932,57566722.44
IL,2019-01,39,40,8787,1694796631.07
IN,2019-01,33,30,7671,2390580789.79
KS,2019-01,18,16,4134,551718228.99
KY,2019-01,21,21,5439,2058586191.26
LA,2019-01,25,26,5464,1402958574.22
MA,2019-01,26,25,5738,318844465.42
MD,2019-01,18,16,3087,230068507.03
ME,2019-01,4,4,934,40398922.83
MI,2019-01,32,30,6626,1486481076.46
MN,2019-01,26,25,4955,783204374.17
MO,2019-01,33,25,7413,1943010746.16
MS,2019-01,20,20,4286,738281734.67
MT,2019-01,6,5,1071,426532038.84
NC,2019-01,28,26,5794,1241291121.53
ND,2019-01,9,9,1776,728592586.36
NE,2019-01,14,17,2885,569494621.4499999
NH,2019-01,6,6,1296,74480383.72999999
NJ,2019-01,30,29,6231,525228094.56
NM,2019-01,16,16,3271,560254136.33
NV,2019-01,10,12,2185,458638874.7
NY,2019-01,69,62,15483,858440099.64
OH,2019-01,30,31,6018,2173016319.81
OK,2019-01,23,22,5234,982071695.24
OR,2019-01,8,8,1577,487244909.27
PA,2019-01,67,57,13912,2071212751.6499999
PR,2019-01,1,0,19,6354892.0
RI,2019-01,5,5,1172,76504110.2
SC,2019-01,16,16,3886,829089004.11
SD,2019-01,6,6,1101,79537020.16000001
TN,2019-01,11,9,2810,784322467.55
TX,2019-01,114,113,23142,5517489731.45
UT,2019-01,10,10,2071,857367491.8299999
VA,2019-01,32,31,5603,566790709.66
VT,2019-01,2,3,386,8522201.25
WA,2019-01,10,11,1753,447195373.2
WI,2019-01,32,31,7214,1082121187.91
WV,2019-01,14,14,3158,1802105093.88
WY,2019-01,12,12,2418,991646108.02
AK,2019-02,1,0,2,35453.6
AL,2019-02,24,23,5469,1446725123.68
AR,2019-02,15,15,3024,683900083.53
AZ,2019-02,23,24,4972,1201882607.42
CA,2019-02,103,95,17057,1068671948.46
CO,2019-02,22,21,4844,927004940.86
CT,2019-02,14,16,2827,193512103.63
DC,2019-02,1,0,215,0.0
DE,2019-02,8,7,1720,16924948.98
FL,2019-02,51,51,12105,2915835186.7
GA,2019-02,25,30,5696,1129199607.8799999
IA,2019-02,22,14,4904,747709527.01
ID,2019-02,4,5,728,54916695.94
IL,2019-02,35,40,7990,1326713652.55
IN,2019-02,30,30,6954,1945048226.81
KS,2019-02,18,16,4152,654571210.51
KY,2019-02,21,21,5370,1594486748.66
LA,2019-02,25,26,5489,1199525746.8899999
MA,2019-02,18,25,3888,269581306.71
MD,2019-02,16,16,2831,116041958.67999999
ME,2019-02,4,4,890,35062764.349999994
MI,2019-02,31,30,6500,1382798547.06
MN,2019-02,25,25,4883,721423312.67
MO,2019-02,31,25,6998,1663142459.1200001
MS,2019-02,20,20,4306,669628827.36
MT,2019-02,5,5,892,376447033.12
NC,2019-02,25,26,5351,973872534.5600001
ND,2019-02,9,9,1785,625878024.48
NE,2019-02,17,17,3376,520333442.35
NH,2019-02,6,6,1302,28959781.07
NJ,2019-02,28,29,5783,475849931.23
NM,2019-02,15,16,3159,557217740.71
NV,2019-02,12,12,2421,415576450.39
NY,2019-02,70,62,15806,667758861.33
OH,2019-02,29,31,5875,1739100223.86
OK,2019-02,22,22,5429,848572179.9399999
OR,2019-02,8,8,1585,422564391.54
PA,2019-02,61,57,12671,1597428655.3
PR,2019-02,1,0,20,6278420.0
RI,2019-02,5,5,1177,64498071.150000006
SC,2019-02,15,16,3540,639341681.98
SD,2019-02,4,6,575,83043305.45
TN,2019-02,11,9,2821,597307862.91
TX,2019-02,114,113,23073,4585193453.1
UT,2019-02,10,10,2081,782837613.99
VA,2019-02,30,31,5289,499139698.65
VT,2019-02,3,3,510,7288200.5
WA,2019-02,11,11,1921,299976740.1
WI,2019-02,33,31,7434,949177794.49
WV,2019-02,14,14,3172,1245129286.76
WY,2019-02,12,12,2430,939124287.14
AK,2019-03,1,0,3,86431.68000000001
AL,2019-03,24,23,5382,1560098384.28
AR,2019-03,15,15,2940,667894177.35
AZ,2019-03,24,24,5262,1149585179.7
CA,2019-03,99,95,16626,915077790.51
CO,2019-03,22,21,4866,888812472.48
CT,2019-03,16,16,3222,192262951.98
DC,2019-03,1,0,216,0.0
DE,2019-03,7,7,1539,27659943.51
FL,2019-03,52,51,12159,3256793859.9900002
GA,2019-03,32,30,7113,1239156529.5
IA,2019-03,20,14,4548,601869150.4200001
ID,2019-03,4,5,732,47828939.43
IL,2019-03,40,40,9189,1329664914.27
IN,2019-03,31,30,7155,2133885084.15
KS,2019-03,18,16,4170,409107105.99
KY,2019-03,21,21,5391,1698173928.06
LA,2019-03,27,26,6048,1266840836.37
MA,2019-03,23,25,5136,248833526.21999997
MD,2019-03,16,16,2847,198972070.02
ME,2019-03,5,4,1161,33175655.31
MI,2019-03,31,30,6504,1432358600.55
MN,2019-03,25,25,4869,601326324.18
MO,2019-03,32,25,7395,1494726840.0
MS,2019-03,20,20,4440,723886628.52
MT,2019-03,6,5,1083,414685743.39
NC,2019-03,27,26,5670,1186442972.07
ND,2019-03,9,9,1794,648256023.24
NE,2019-03,17,17,3393,491619403.08
NH,2019-03,6,6,1308,47532380.1
NJ,2019-03,27,29,5562,438280048.26
NM,2019-03,15,16,3174,345707036.82
NV,2019-03,13,12,2628,391453351.5
NY,2019-03,68,62,15360,720896765.1600001
OH,2019-03,28,31,5634,1956640695.9299998
OK,2019-03,23,22,5499,851385515.79
OR,2019-03,8,8,1593,415994411.88
PA,2019-03,59,57,12198,1658211781.35
PR,2019-03,1,0,21,6879238.8
RI,2019-03,5,5,1182,104889604.61999999
SC,2019-03,17,16,4083,555046053.63
SD,2019-03,4,6,579,95021235.33
TN,2019-03,10,9,2565,828424018.23
TX,2019-03,118,113,24036,4996776983.4
UT,2019-03,11,10,2247,675823663.59
VA,2019-03,30,31,5244,416475135.27
VT,2019-03,1,3,267,3977832.75
WA,2019-03,10,11,1722,333028948.17
WI,2019-03,32,31,7332,925222915.92
WV,2019-03,14,14,3186,1185166058.91
WY,2019-03,12,12,2442,838833157.44
AK,2019-04,1,0,4,5747.4
AL,2019-04,25,23,5332,1262665795.73
AR,2019-04,16,15,3160,444029953.88
AZ,2019-04,25,24,5503,1005128743.06
CA,2019-04,93,95,15537,622685875.52
CO,2019-04,21,21,4680,751293371.62
CT,2019-04,15,16,2997,162514903.3
DC,2019-04,1,0,217,0.0
DE,2019-04,7,7,1546,25560687.39
FL,2019-04,51,51,12111,3265273900.15
GA,2019-04,31,30,6820,1427499102.01
IA,2019-04,16,14,3691,257211056.5
ID,2019-04,2,5,482,25184602.880000003
IL,2019-04,46,40,10462,992974410.68
IN,2019-04,30,30,6954,1913510656.52
KS,2019-04,16,16,3676,235480704.44
KY,2019-04,20,21,5120,1171601715.84
LA,2019-04,26,26,5807,1359687502.96
MA,2019-04,21,25,4719,195830852.43
MD,2019-04,13,16,2035,65917142.42
ME,2019-04,5,4,1166,10867821.51
MI,2019-04,28,30,5761,1199567019.39
MN,2019-04,23,25,4340,592842461.86
MO,2019-04,31,25,7111,1254956276.3799999
MS,2019-04,21,20,4563,731271597.26
MT,2019-04,5,5,932,228504878.21999997
NC,2019-04,26,26,5429,937612334.8199999
ND,2019-04,8,9,1535,450218315.9
NE,2019-04,18,17,3462,370840672.0
NH,2019-04,4,6,730,44228851.760000005
NJ,2019-04,27,29,5514,465004275.02000004
NM,2019-04,16,16,3319,428752753.39
NV,2019-04,13,12,2641,337788705.76
NY,2019-04,65,62,14669,525910264.13
OH,2019-04,28,31,5599,1206513629.73
OK,2019-04,21,22,5037,767650587.41
OR,2019-04,7,8,1333,205563335.82
PA,2019-04,56,57,11603,1339699394.77
PR,2019-04,1,0,22,4430866.0
RI,2019-04,5,5,1187,105622778.13
SC,2019-04,17,16,3929,594056718.6
SD,2019-04,5,6,851,74002234.33
TN,2019-04,10,9,2575,577881832.76
TX,2019-04,119,113,24815,4470555271.58
UT,2019-04,11,10,2258,458327526.76
VA,2019-04,28,31,4927,500628206.67
VT,2019-04,3,3,516,3433080.0
WA,2019-04,10,11,1783,183596451.57
WI,2019-04,33,31,7578,819012101.8
WV,2019-04,14,14,3200,1019356318.9200001
WY,2019-04,12,12,2454,669195016.28
AK,2019-05,1,0,5,34123.25
AL,2019-05,28,23,5735,1653417687.25
AR,2019-05,18,15,3714,674524256.33
AZ,2019-05,25,24,5528,1102889553.73
CA,2019-05,93,95,15822,477285932.06
CO,2019-05,22,21,4910,797392350.9300001
CT,2019-05,18,16,3360,186876072.11
DC,2019-05,1,0,218,0.0
DE,2019-05,7,7,1553,24111073.2
FL,2019-05,54,51,12792,4152108920.36
GA,2019-05,33,30,7257,2016988287.42
IA,2019-05,21,14,4866,406744115.3
ID,2019-05,4,5,782,15523922.049999997
IL,2019-05,51,40,10749,1041983880.14
IN,2019-05,33,30,6975,1798664560.22
KS,2019-05,17,16,3961,412948377.2
KY,2019-05,22,21,5288,1606150451.5700002
LA,2019-05,29,26,6373,1606367784.1
MA,2019-05,25,25,5360,156270353.60999998
MD,2019-05,16,16,2879,170281033.51
ME,2019-05,6,4,1395,23611686.26
MI,2019-05,36,30,6765,1268678275.3799999
MN,2019-05,25,25,4766,648410453.86
MO,2019-05,29,25,6970,1484016554.73
MS,2019-05,21,20,4584,924240836.9499999
MT,2019-05,4,5,749,147104564.94
NC,2019-05,25,26,5249,1251035478.72
ND,2019-05,8,9,1543,436400241.91
NE,2019-05,16,17,3158,294220846.18
NH,2019-05,7,6,1442,16822737.02
NJ,2019-05,30,29,6405,484287680.64
NM,2019-05,15,16,3066,434093724.21
NV,2019-05,13,12,2654,348763045.55
NY,2019-05,67,62,14576,540004221.92
OH,2019-05,41,31,7417,1688878941.32
OK,2019-05,24,22,5571,775928470.51
OR,2019-05,7,8,1340,61561888.42
PA,2019-05,63,57,12681,1272280493.39
PR,2019-05,1,0,23,7744857.850000001
RI,2019-05,5,5,1192,111499933.03999999
SC,2019-05,22,16,4589,857040242.72
SD,2019-05,5,6,856,50709240.53
TN,2019-05,15,9,3225,913416037.1999999
TX,2019-05,118,113,24674,5884769957.03
UT,2019-05,10,10,2057,575330256.89
VA,2019-05,33,31,5517,436585610.12
VT,2019-05,2,3,394,3598144.0
WA,2019-05,9,11,1482,44045043.66
WI,2019-05,31,31,7088,903233646.47
WV,2019-05,17,14,3505,1549112658.72
WY,2019-05,11,12,2371,553132793.0699999
AK,2019-06,1,0,6,141903.12
AL,2019-06,28,23,5763,1766799707.16
AR,2019-06,18,15,3732,924204966.54
AZ,2019-06,25,24,5553,1434921634.14
CA,2019-06,105,95,17931,719857239.03
CO,2019-06,21,21,4662,825053013.72
CT,2019-06,20,16,3504,186958514.88
DC,2019-06,1,0,219,0.0
DE,2019-06,11,7,2268,33526442.61
FL,2019-06,54,51,12846,4377554883.15
GA,2019-06,29,30,6495,1987953532.68
IA,2019-06,21,14,4647,650990791.11
ID,2019-06,5,5,957,24242006.04
IL,2019-06,56,40,11952,1200035691.21
IN,2019-06,36,30,7770,1730654142.84
KS,2019-06,19,16,4518,520863190.04999995
KY,2019-06,23,21,5604,1821738422.46
LA,2019-06,29,26,6402,1557321816.15
MA,2019-06,27,25,6012,212110007.82
MD,2019-06,16,16,2871,147881303.94
ME,2019-06,4,4,906,23530809.78
MI,2019-06,36,30,6792,1396390539.39
MN,2019-06,27,25,5277,765890358.66
MO,2019-06,31,25,7353,1475687237.7
MS,2019-06,21,20,4605,901702205.1899999
MT,2019-06,5,5,942,243659981.1
NC,2019-06,26,26,5544,1404013716.0
ND,2019-06,9,9,1821,535459636.53
NE,2019-06,19,17,3756,542899765.86
NH,2019-06,7,6,1278,66989608.32000001
NJ,2019-06,31,29,6576,571364644.65
NM,2019-06,15,16,3222,590687491.02
NV,2019-06,13,12,2667,501003532.98
NY,2019-06,73,62,16152,746572075.89
OH,2019-06,44,31,8208,1701376452.18
OK,2019-06,24,22,5376,1174309692.8999999
OR,2019-06,8,8,1617,213140213.64000002
PA,2019-06,62,57,12549,1608462887.25
PR,2019-06,1,0,24,8473797.120000001
RI,2019-06,5,5,1197,111799499.28
SC,2019-06,21,16,4410,863545747.65
SD,2019-06,5,6,912,73198110.27
TN,2019-06,15,9,3240,703852968.54
TX,2019-06,123,113,25836,6789581696.67
UT,2019-06,11,10,2280,618396259.17
VA,2019-06,35,31,6090,667491149.1
VT,2019-06,3,3,522,266962.5
WA,2019-06,10,11,1803,204333402.75
WI,2019-06,34,31,7743,919446565.5
WV,2019-06,17,14,3522,1474669571.94
WY,2019-06,12,12,2478,696531188.8199999
AK,2019-07,1,0,7,158272.38
AL,2019-07,29,23,6032,1984738273.95
AR,2019-07,18,15,3750,1023250630.25
AZ,2019-07,25,24,5578,1896397542.1
CA,2019-07,105,95,18150,1333147046.2
CO,2019-07,22,21,4954,1066411443.0799999
CT,2019-07,21,16,4014,319152238.35
DC,2019-07,1,0,220,0.0
DE,2019-07,11,7,2426,134780779.55
FL,2019-07,52,51,12472,4589048216.77
GA,2019-07,32,30,7184,2352872431.02
IA,2019-07,23,14,5309,863135507.83
ID,2019-07,5,5,962,85613856.03
IL,2019-07,57,40,12360,1996274853.23
IN,2019-07,38,30,8276,2590601268.25
KS,2019-07,20,16,4784,681485822.9699999
KY,2019-07,23,21,5627,2065920574.82
LA,2019-07,28,26,6391,1672963407.39
MA,2019-07,31,25,6784,437630073.40999997
MD,2019-07,17,16,2948,345707542.41
ME,2019-07,6,4,1407,55750320.68
MI,2019-07,40,30,7813,1875035469.25
MN,2019-07,26,25,5087,928421562.25
MO,2019-07,31,25,7384,1918235466.33
MS,2019-07,21,20,4626,1229549814.81
MT,2019-07,6,5,1107,376192225.13
NC,2019-07,28,26,5893,1928151606.23
ND,2019-07,9,9,1830,710965219.74
NE,2019-07,18,17,3516,650369088.15
NH,2019-07,8,6,1580,114342392.77000001
NJ,2019-07,31,29,6661,821032344.71
NM,2019-07,16,16,3367,705747166.0500001
NV,2019-07,13,12,2680,608916434.12
NY,2019-07,80,62,18068,1427309146.42
OH,2019-07,45,31,8547,2092582733.58
OK,2019-07,25,22,5671,1472451235.31
OR,2019-07,8,8,1625,476125908.91
PA,2019-07,69,57,14238,2358927924.18
PR,2019-07,1,0,25,9388438.5
RI,2019-07,6,5,1452,178667767.74
SC,2019-07,22,16,4633,1024906074.08
SD,2019-07,6,6,1074,84804320.97
TN,2019-07,15,9,3255,1225487901.82
TX,2019-07,123,113,25776,7757938152.83
UT,2019-07,11,10,2291,807664888.26
VA,2019-07,35,31,6005,951380944.0
VT,2019-07,2,3,398,8421528.25
WA,2019-07,11,11,1976,516165673.72999996
WI,2019-07,36,31,8055,1149564987.82
WV,2019-07,17,14,3539,1946409474.1
WY,2019-07,12,12,2490,901572152.25
AK,2019-08,1,0,8,199483.2
AL,2019-08,29,23,6061,2054653347.0
AR,2019-08,17,15,3496,1031794849.4
AZ,2019-08,25,24,5603,1982273606.15
CA,2019-08,106,95,18335,1621423152.4
CO,2019-08,22,21,4976,1131749166.32
CT,2019-08,22,16,4181,268218459.5
DC,2019-08,1,0,221,0.0
DE,2019-08,11,7,2437,90465221.57
FL,2019-08,54,51,12954,4564363471.33
GA,2019-08,32,30,7216,2239251121.0
IA,2019-08,22,14,5060,764381921.1
ID,2019-08,5,5,967,100691145.55
IL,2019-08,58,40,12575,1605659264.66
IN,2019-08,38,30,8314,2119206741.85
KS,2019-08,20,16,4804,641102096.3499999
KY,2019-08,23,21,5650,2048023164.94
LA,2019-08,28,26,6419,1655620368.99
MA,2019-08,29,25,6442,328203767.32
MD,2019-08,16,16,2693,320607874.71
ME,2019-08,6,4,1413,34702132.94
MI,2019-08,39,30,7752,1688629760.6200001
MN,2019-08,25,25,5036,829913748.56
MO,2019-08,31,25,7418,1864682701.04
MS,2019-08,21,20,4647,1244299232.0700002
MT,2019-08,5,5,922,436813998.33
NC,2019-08,26,26,5464,1875996329.11
ND,2019-08,9,9,1839,740672161.32
NE,2019-08,18,17,3534,630781453.28
NH,2019-08,6,6,1167,95937640.00000001
NJ,2019-08,33,29,7131,751684857.61
NM,2019-08,16,16,3383,745938053.2900001
