,state,date,total_co2
16237,SC,2005-08-01,4478808.911
16238,SC,2005-09-01,4000398.045
16239,SC,2005-10-01,3413465.0270000002
16240,SC,2005-11-01,3294171.5889999997
16241,SC,2005-12-01,3999727.722
16242,SC,2006-01-01,3511233.368
16243,SC,2006-02-01,3561682.427
16244,SC,2006-03-01,3468418.488
16245,SC,2006-04-01,3154110.0470000003
16246,SC,2006-05-01,3655367.318
16247,SC,2006-06-01,3995413.5439999998
16248,SC,2006-07-01,4686482.24
16249,SC,2006-08-01,4804254.636
16250,SC,2006-09-01,3537871.043
16251,SC,2006-10-01,3612359.963
16252,SC,2006-11-01,3719249.986
16253,SC,2006-12-01,3503614.329
16254,SC,2007-01-01,3565153.74
16255,SC,2007-02-01,3557790.9
16256,SC,2007-03-01,3360456.2800000003
16257,SC,2007-04-01,3403596.093
16258,SC,2007-05-01,3595833.336
16259,SC,2007-06-01,4237005.284
16260,SC,2007-07-01,4539711.86
16261,SC,2007-08-01,5035935.522
16262,SC,2007-09-01,3993923.27
16263,SC,2007-10-01,3575079.2229999998
16264,SC,2007-11-01,3641132.994
16265,SC,2007-12-01,3967373.949
16266,SC,2008-01-01,4406512.128
16267,SC,2008-02-01,3700279.968
16268,SC,2008-03-01,3465338.362
16269,SC,2008-04-01,3100587.273
16270,SC,2008-05-01,3876202.1399999997
16271,SC,2008-06-01,4435043.887
16272,SC,2008-07-01,4626973.738
16273,SC,2008-08-01,4544065.307
16274,SC,2008-09-01,3541448.613
16275,SC,2008-10-01,2862600.4729999998
16276,SC,2008-11-01,3212334.05
16277,SC,2008-12-01,3192246.9189999998
16278,SC,2009-01-01,3737815.922
16279,SC,2009-02-01,3193464.429
16280,SC,2009-03-01,2871001.751
16281,SC,2009-04-01,2553231.1380000003
16282,SC,2009-05-01,2966032.106
16283,SC,2009-06-01,3867307.0889999997
16284,SC,2009-07-01,3987014.074
16285,SC,2009-08-01,4083538.41
16286,SC,2009-09-01,3044579.933
16287,SC,2009-10-01,3140095.545
16288,SC,2009-11-01,3199933.9529999997
16289,SC,2009-12-01,3872482.64
16290,SC,2010-01-01,4316382.401
16291,SC,2010-02-01,3721838.1520000002
16292,SC,2010-03-01,3100692.733
16293,SC,2010-04-01,2745260.2369999997
16294,SC,2010-05-01,3498290.1319999998
16295,SC,2010-06-01,4551009.393999999
16296,SC,2010-07-01,4935081.914
16297,SC,2010-08-01,4791783.898
16298,SC,2010-09-01,3673854.501
16299,SC,2010-10-01,2610161.4529999997
16300,SC,2010-11-01,2743393.063
16301,SC,2010-12-01,4126023.331
16302,SC,2011-01-01,4166057.015
16303,SC,2011-02-01,2981344.694
16304,SC,2011-03-01,2789217.728
16305,SC,2011-04-01,3007174.051
16306,SC,2011-05-01,4043370.915
16307,SC,2011-06-01,4459452.677
16308,SC,2011-07-01,4751676.663
16309,SC,2011-08-01,4501267.051
16310,SC,2011-09-01,3292962.823
16311,SC,2011-10-01,2352278.289
16312,SC,2011-11-01,2397185.929
16313,SC,2011-12-01,2682847.825
16314,SC,2012-01-01,2883913.018
16315,SC,2012-02-01,2630884.096
16316,SC,2012-03-01,2860890.3789999997
16317,SC,2012-04-01,2857322.945
16318,SC,2012-05-01,3222080.029
16319,SC,2012-06-01,3175318.63
16320,SC,2012-07-01,4286953.381
16321,SC,2012-08-01,3565257.0409999997
16322,SC,2012-09-01,2865320.054
16323,SC,2012-10-01,2555857.197
16324,SC,2012-11-01,2842667.247
16325,SC,2012-12-01,2702833.204
16326,SC,2013-01-01,2533790.974
16327,SC,2013-02-01,2334383.849
16328,SC,2013-03-01,2673836.898
16329,SC,2013-04-01,2083103.988
16330,SC,2013-05-01,2269522.67
16331,SC,2013-06-01,2852825.835
16332,SC,2013-07-01,3045572.308
16333,SC,2013-08-01,2915952.9
16334,SC,2013-09-01,2629027.729
16335,SC,2013-10-01,2341769.526
16336,SC,2013-11-01,2551577.008
16337,SC,2013-12-01,2395893.335
16338,SC,2014-01-01,3409658.209
16339,SC,2014-02-01,2744360.082
16340,SC,2014-03-01,2588221.932
16341,SC,2014-04-01,2600796.347
16342,SC,2014-05-01,3352513.029
16343,SC,2014-06-01,3414290.125
16344,SC,2014-07-01,3710189.943
16345,SC,2014-08-01,3310146.644
16346,SC,2014-09-01,2817163.894
16347,SC,2014-10-01,2261017.198
16348,SC,2014-11-01,2603811.087
16349,SC,2014-12-01,2542633.086
16350,SC,2015-01-01,2963843.536
16351,SC,2015-02-01,3153462.0179999997
16352,SC,2015-03-01,2211177.917
16353,SC,2015-04-01,1846387.935
16354,SC,2015-05-01,2603132.854
16355,SC,2015-06-01,3411754.883
16356,SC,2015-07-01,3623718.554
16357,SC,2015-08-01,3251963.647
16358,SC,2015-09-01,2643965.5930000003
16359,SC,2015-10-01,2212264.306
16360,SC,2015-11-01,2273618.381
16361,SC,2015-12-01,1919442.331
16362,SC,2016-01-01,2499636.682
16363,SC,2016-02-01,2323045.78
16364,SC,2016-03-01,2221198.083
16365,SC,2016-04-01,1978848.602
16366,SC,2016-05-01,2162929.811
16367,SC,2016-06-01,2998185.65
16368,SC,2016-07-01,3767460.651
16369,SC,2016-08-01,3445151.479
16370,SC,2016-09-01,2578385.659
16371,SC,2016-10-01,1758964.5929999999
16372,SC,2016-11-01,2065991.8869999999
16373,SC,2016-12-01,2359199.861
16374,SC,2017-01-01,2313802.998
16375,SC,2017-02-01,1687842.438
16376,SC,2017-03-01,1984682.469
16377,SC,2017-04-01,2245579.512
16378,SC,2017-05-01,2512731.165
16379,SC,2017-06-01,2438277.841
16380,SC,2017-07-01,2994284.651
16381,SC,2017-08-01,2822886.629
16382,SC,2017-09-01,2217385.127
16383,SC,2017-10-01,1883248.5420000001
16384,SC,2017-11-01,1780809.456
16385,SC,2017-12-01,2205185.653
16386,SC,2018-01-01,3030655.424
16387,SC,2018-02-01,1643067.784
16388,SC,2018-03-01,1941124.9640000002
16389,SC,2018-04-01,1647244.8360000001
16390,SC,2018-05-01,2425574.172
16391,SC,2018-06-01,3083043.228
16392,SC,2018-07-01,3304144.614
16393,SC,2018-08-01,3289042.02
16394,SC,2018-09-01,3087238.397
16395,SC,2018-10-01,2933154.479
16396,SC,2018-11-01,2655472.116
16397,SC,2018-12-01,2195540.45
16398,SC,2019-01-01,2442130.467
16399,SC,2019-02-01,1765075.525
16400,SC,2019-03-01,1605876.2079999999
16401,SC,2019-04-01,1662396.287
16402,SC,2019-05-01,2409158.082
16403,SC,2019-06-01,2398082.166
16404,SC,2019-07-01,2944570.548
16405,SC,2019-08-01,2951419.6119999997
16406,SC,2019-09-01,2685155.893
16407,SC,2019-10-01,1881422.5389999999
16408,SC,2019-11-01,1956204.19
16409,SC,2019-12-01,2033861.812
16410,SC,2020-01-01,2022769.918
16411,SC,2020-02-01,1756118.064
16412,SC,2020-03-01,1582207.645
16413,SC,2020-04-01,1493513.882
16414,SC,2020-05-01,1840103.966
16415,SC,2020-06-01,2163230.082
16416,SC,2020-07-01,3072738.232
16417,SC,2020-08-01,2883290.932
16418,SC,2020-09-01,2263045.7
16419,SC,2020-10-01,1792435.504
16420,SC,2020-11-01,1700141.051
16421,SC,2020-12-01,2401814.759
16422,SC,2021-01-01,2429569.524
16423,SC,2021-02-01,2508579.48
16424,SC,2021-03-01,1730746.66
16425,SC,2021-04-01,1800769.667
16426,SC,2021-05-01,2133597.912
16427,SC,2021-06-01,2635814.593
16428,SC,2021-07-01,3147983.331
16429,SC,2021-08-01,2994887.654
16430,SC,2021-09-01,2039298.114
16431,SC,2021-10-01,2213800.133
16432,SC,2021-11-01,2340804.603
16433,SC,2021-12-01,1879411.4170000001
16434,SC,2022-01-01,2560067.281
16435,SC,2022-02-01,1848860.845
16436,SC,2022-03-01,1818214.411
16437,SC,2022-04-01,2022478.882
16438,SC,2022-05-01,2230070.158
16439,SC,2022-06-01,2779982.889
16440,SC,2022-07-01,2940229.859
16441,SC,2022-08-01,2722399.136
16442,SC,2022-09-01,2415635.0609999998
16443,SC,2022-10-01,1833294.147
16444,SC,2022-11-01,1753620.591
16445,SC,2022-12-01,2469761.558
16446,SC,2023-01-01,2097805.497
16447,SC,2023-02-01,1726750.613
16448,SC,2023-03-01,1996391.258
16449,SC,2023-04-01,2214432.61
16450,SC,2023-05-01,2349419.978
16451,SC,2023-06-01,2569668.054
16452,SC,2023-07-01,3390417.367
16453,SC,2023-08-01,3265109.208
16454,SC,2023-09-01,2344658.87
16455,SC,2023-10-01,1979230.63
16456,SC,2023-11-01,1889273.842
16457,SC,2023-12-01,2269962.256
16458,SC,2024-01-01,2585602.563
16459,SC,2024-02-01,1900465.612
16460,SC,2024-03-01,1826771.75
16461,SC,2024-04-01,1864221.1469999999
16462,SC,2024-05-01,2372417.812
16463,SC,2024-06-01,2983156.121
16464,SC,2024-07-01,3522132.755
16465,SC,2024-08-01,2892221.879
16466,SC,2024-09-01,2528252.165
16467,SC,2024-10-01,2554355.5500000003
16468,SC,2024-11-01,2243837.972
16469,SC,2024-12-01,2668442.066
16470,SD,1990-01-01,285604.8583730204
16471,SD,1990-02-01,260062.7333422826
16472,SD,1990-03-01,257923.5809527273
16473,SD,1990-04-01,214439.7751809224
16474,SD,1990-05-01,211664.92029008133
16475,SD,1990-06-01,246365.60426439453
16476,SD,1990-07-01,308111.9106072025
16477,SD,1990-08-01,295761.3739398575
16478,SD,1990-09-01,218931.5060348929
16479,SD,1990-10-01,179394.54370697867
16480,SD,1990-11-01,226347.9170805095
16481,SD,1990-12-01,266838.2762271305
16482,SD,1991-01-01,309468.83624190727
16483,SD,1991-02-01,281792.5153507413
16484,SD,1991-03-01,279474.6241064854
16485,SD,1991-04-01,232357.4887600203
16486,SD,1991-05-01,229350.77830453083
16487,SD,1991-06-01,266950.9099952295
16488,SD,1991-07-01,333856.4860242896
16489,SD,1991-08-01,320473.9888525703
16490,SD,1991-09-01,237224.53033630407
16491,SD,1991-10-01,194384.0205849631
16492,SD,1991-11-01,245260.62646034468
16493,SD,1991-12-01,289134.1949826138
16494,SD,1992-01-01,288543.5219062743
16495,SD,1992-02-01,262738.5872307103
16496,SD,1992-03-01,260577.4245393868
16497,SD,1992-04-01,216646.20244897783
16498,SD,1992-05-01,213842.7963460732
16499,SD,1992-06-01,248900.5247878902
16500,SD,1992-07-01,311282.1551227212
16501,SD,1992-08-01,298804.54053405795
16502,SD,1992-09-01,221184.1499035235
16503,SD,1992-10-01,181240.3813676528
16504,SD,1992-11-01,228676.8703537193
16505,SD,1992-12-01,269583.8454590126
16506,SD,1993-01-01,281017.7981760881
16507,SD,1993-02-01,255885.9016888736
16508,SD,1993-03-01,253781.1059304947
16509,SD,1993-04-01,210995.68755939172
16510,SD,1993-05-01,208265.3992298289
16511,SD,1993-06-01,242408.7603099461
16512,SD,1993-07-01,303163.36775188043
16513,SD,1993-08-01,291011.19134871394
16514,SD,1993-09-01,215415.2773442889
16515,SD,1993-10-01,176513.31270946405
16516,SD,1993-11-01,222712.574436084
16517,SD,1993-12-01,262552.6235149457
16518,SD,1994-01-01,306234.2302405796
16519,SD,1994-02-01,278847.185629172
16520,SD,1994-03-01,276553.5212667571
16521,SD,1994-04-01,229928.859962615
16522,SD,1994-05-01,226953.57601133088
16523,SD,1994-06-01,264160.7065420602
16524,SD,1994-07-01,330366.9773345287
16525,SD,1994-08-01,317124.3556546038
16526,SD,1994-09-01,234745.03062704045
16527,SD,1994-10-01,192352.2951059722
16528,SD,1994-11-01,242697.1324947749
16529,SD,1994-12-01,286112.1291305654
16530,SD,1995-01-01,285532.6749389433
16531,SD,1995-02-01,259997.0053946732
16532,SD,1995-03-01,257858.3936519625
16533,SD,1995-04-01,214385.57792579356
16534,SD,1995-05-01,211611.4243484953
16535,SD,1995-06-01,246303.33811298665
16536,SD,1995-07-01,308034.0387673662
16537,SD,1995-08-01,295686.6235600497
16538,SD,1995-09-01,218876.17354502107
16539,SD,1995-10-01,179349.20374219926
16540,SD,1995-11-01,226290.7101756825
16541,SD,1995-12-01,266770.83583682694
16542,SD,1996-01-01,248324.56564099123
16543,SD,1996-02-01,226116.48017655636
16544,SD,1996-03-01,224256.55352474
16545,SD,1996-04-01,186448.73315987212
16546,SD,1996-05-01,184036.08290101367
16547,SD,1996-06-01,214207.25129238676
16548,SD,1996-07-01,267893.7494488264
16549,SD,1996-08-01,257155.3408978558
16550,SD,1996-09-01,190354.15381567788
16551,SD,1996-10-01,155977.9914045311
16552,SD,1996-11-01,196802.49318220376
16553,SD,1996-12-01,232007.604555345
16554,SD,1997-01-01,310240.72500000003
16555,SD,1997-02-01,340814.1
16556,SD,1997-03-01,311047.92500000005
16557,SD,1997-04-01,359274.775
16558,SD,1997-05-01,350574.65
16559,SD,1997-06-01,362841.05
16560,SD,1997-07-01,364369.725
16561,SD,1997-08-01,302016.7
16562,SD,1997-09-01,324949.52499999997
16563,SD,1997-10-01,277590.2
16564,SD,1997-11-01,357177.475
16565,SD,1997-12-01,359066.075
16566,SD,1998-01-01,364266.0
16567,SD,1998-02-01,299149.875
16568,SD,1998-03-01,321803.97500000003
16569,SD,1998-04-01,355850.025
16570,SD,1998-05-01,357136.775
16571,SD,1998-06-01,335779.25
16572,SD,1998-07-01,372537.15
16573,SD,1998-08-01,379123.72500000003
16574,SD,1998-09-01,141683.925
16575,SD,1998-10-01,9194.3
16576,SD,1998-11-01,362133.625
16577,SD,1998-12-01,372055.3
16578,SD,1999-01-01,382992.14999999997
16579,SD,1999-02-01,367487.8
16580,SD,1999-03-01,412676.475
16581,SD,1999-04-01,369120.65
16582,SD,1999-05-01,389327.225
16583,SD,1999-06-01,374085.5
16584,SD,1999-07-01,404189.85
16585,SD,1999-08-01,363654.375
16586,SD,1999-09-01,250982.025
16587,SD,1999-10-01,360130.5
16588,SD,1999-11-01,352862.0
16589,SD,1999-12-01,384301.425
16590,SD,2000-01-01,382994.52499999997
16591,SD,2000-02-01,342172.3
16592,SD,2000-03-01,345944.625
16593,SD,2000-04-01,354895.58
16594,SD,2000-05-01,260821.26799999998
16595,SD,2000-06-01,374319.175
16596,SD,2000-07-01,372937.83999999997
16597,SD,2000-08-01,389361.191
16598,SD,2000-09-01,328677.281
16599,SD,2000-10-01,374083.375
16600,SD,2000-11-01,290396.252
16601,SD,2000-12-01,408246.05
16602,SD,2001-01-01,370610.87500000006
16603,SD,2001-02-01,361236.875
16604,SD,2001-03-01,387057.15
16605,SD,2001-04-01,373093.225
16606,SD,2001-05-01,283937.45900000003
16607,SD,2001-06-01,344560.625
16608,SD,2001-07-01,354806.698
16609,SD,2001-08-01,367463.958
16610,SD,2001-09-01,343417.075
16611,SD,2001-10-01,254110.724
16612,SD,2001-11-01,303289.909
16613,SD,2001-12-01,382758.2
16614,SD,2002-01-01,376945.44999999995
16615,SD,2002-02-01,319580.52499999997
16616,SD,2002-03-01,389393.79999999993
16617,SD,2002-04-01,337672.66000000003
16618,SD,2002-05-01,282275.492
16619,SD,2002-06-01,334606.752
16620,SD,2002-07-01,374220.089
16621,SD,2002-08-01,334762.264
16622,SD,2002-09-01,183333.544
16623,SD,2002-10-01,71096.163
16624,SD,2002-11-01,365202.153
16625,SD,2002-12-01,391343.866
16626,SD,2003-01-01,394662.397
16627,SD,2003-02-01,321675.789
16628,SD,2003-03-01,352716.856
16629,SD,2003-04-01,313780.62799999997
16630,SD,2003-05-01,347832.23699999996
16631,SD,2003-06-01,258705.721
16632,SD,2003-07-01,393175.833
16633,SD,2003-08-01,403944.83300000004
16634,SD,2003-09-01,365762.44999999995
16635,SD,2003-10-01,384016.084
16636,SD,2003-11-01,386401.76
16637,SD,2003-12-01,195695.579
16638,SD,2004-01-01,432180.26
16639,SD,2004-02-01,387785.7
16640,SD,2004-03-01,426806.234
16641,SD,2004-04-01,367587.507
16642,SD,2004-05-01,394331.863
16643,SD,2004-06-01,259820.13
16644,SD,2004-07-01,332567.874
16645,SD,2004-08-01,347042.012
16646,SD,2004-09-01,345563.35699999996
16647,SD,2004-10-01,275763.70200000005
16648,SD,2004-11-01,370930.79099999997
16649,SD,2004-12-01,395925.442
16650,SD,2005-01-01,392734.35
16651,SD,2005-02-01,352056.411
16652,SD,2005-03-01,381669.947
16653,SD,2005-04-01,172389.606
16654,SD,2005-05-01,25510.674
16655,SD,2005-06-01,333437.351
16656,SD,2005-07-01,369255.798
16657,SD,2005-08-01,342748.942
16658,SD,2005-09-01,289495.53099999996
16659,SD,2005-10-01,335794.26300000004
16660,SD,2005-11-01,287024.279
16661,SD,2005-12-01,319959.60599999997
16662,SD,2006-01-01,354187.323
16663,SD,2006-02-01,318882.87000000005
16664,SD,2006-03-01,310346.099
16665,SD,2006-04-01,211502.25
16666,SD,2006-05-01,339636.37799999997
16667,SD,2006-06-01,231766.32700000002
16668,SD,2006-07-01,421278.36899999995
16669,SD,2006-08-01,393945.88999999996
16670,SD,2006-09-01,320081.259
16671,SD,2006-10-01,371630.865
16672,SD,2006-11-01,324310.812
16673,SD,2006-12-01,377328.3
16674,SD,2007-01-01,339511.406
16675,SD,2007-02-01,355567.773
16676,SD,2007-03-01,265537.632
16677,SD,2007-04-01,209189.962
16678,SD,2007-05-01,270046.009
16679,SD,2007-06-01,321925.264
16680,SD,2007-07-01,379728.451
16681,SD,2007-08-01,375461.376
16682,SD,2007-09-01,339224.217
16683,SD,2007-10-01,277825.51900000003
16684,SD,2007-11-01,25519.641
16685,SD,2007-12-01,81463.168
16686,SD,2008-01-01,409551.736
16687,SD,2008-02-01,384322.14900000003
16688,SD,2008-03-01,407458.16699999996
16689,SD,2008-04-01,346880.55600000004
16690,SD,2008-05-01,250988.283
16691,SD,2008-06-01,338390.83400000003
16692,SD,2008-07-01,380202.875
16693,SD,2008-08-01,356667.79199999996
16694,SD,2008-09-01,299888.99
16695,SD,2008-10-01,338736.411
16696,SD,2008-11-01,333421.548
16697,SD,2008-12-01,393610.333
16698,SD,2009-01-01,365726.83400000003
16699,SD,2009-02-01,320883.68100000004
16700,SD,2009-03-01,313794.109
16701,SD,2009-04-01,293559.86999999994
16702,SD,2009-05-01,260822.828
16703,SD,2009-06-01,231868.932
16704,SD,2009-07-01,298894.75
16705,SD,2009-08-01,296288.019
16706,SD,2009-09-01,198146.672
16707,SD,2009-10-01,309269.408
16708,SD,2009-11-01,268400.783
16709,SD,2009-12-01,369360.255
16710,SD,2010-01-01,390321.45300000004
16711,SD,2010-02-01,362613.51399999997
16712,SD,2010-03-01,358167.99100000004
16713,SD,2010-04-01,290325.968
16714,SD,2010-05-01,173220.817
16715,SD,2010-06-01,302687.93600000005
16716,SD,2010-07-01,369852.421
16717,SD,2010-08-01,346830.035
16718,SD,2010-09-01,258429.04700000002
16719,SD,2010-10-01,275152.866
16720,SD,2010-11-01,293310.52900000004
16721,SD,2010-12-01,344700.973
16722,SD,2011-01-01,381561.089
16723,SD,2011-02-01,300952.093
16724,SD,2011-03-01,344245.214
16725,SD,2011-04-01,281331.466
16726,SD,2011-05-01,277931.299
16727,SD,2011-06-01,274891.186
16728,SD,2011-07-01,374436.72
16729,SD,2011-08-01,285630.122
16730,SD,2011-09-01,112389.60699999999
16731,SD,2011-10-01,3764.986
16732,SD,2011-11-01,71978.38200000001
16733,SD,2011-12-01,280927.60099999997
16734,SD,2012-01-01,271934.821
16735,SD,2012-02-01,212800.807
16736,SD,2012-03-01,219378.912
16737,SD,2012-04-01,207453.148
16738,SD,2012-05-01,259175.962
16739,SD,2012-06-01,179054.688
16740,SD,2012-07-01,368487.419
16741,SD,2012-08-01,321756.254
16742,SD,2012-09-01,306253.57200000004
16743,SD,2012-10-01,324761.208
16744,SD,2012-11-01,283375.00200000004
16745,SD,2012-12-01,355023.777
16746,SD,2013-01-01,359437.68500000006
16747,SD,2013-02-01,274375.553
16748,SD,2013-03-01,308771.641
16749,SD,2013-04-01,260216.405
16750,SD,2013-05-01,155878.17500000002
16751,SD,2013-06-01,271774.65400000004
16752,SD,2013-07-01,334457.571
16753,SD,2013-08-01,377112.536
16754,SD,2013-09-01,301139.04000000004
16755,SD,2013-10-01,236810.87
16756,SD,2013-11-01,334716.851
16757,SD,2013-12-01,380414.412
16758,SD,2014-01-01,295764.341
16759,SD,2014-02-01,296534.887
16760,SD,2014-03-01,336211.595
16761,SD,2014-04-01,288268.662
16762,SD,2014-05-01,223639.318
16763,SD,2014-06-01,290433.627
16764,SD,2014-07-01,306623.013
16765,SD,2014-08-01,281936.322
16766,SD,2014-09-01,231355.606
16767,SD,2014-10-01,249279.361
16768,SD,2014-11-01,256865.36500000002
16769,SD,2014-12-01,329710.33400000003
16770,SD,2015-01-01,340344.279
16771,SD,2015-02-01,337930.10400000005
16772,SD,2015-03-01,15317.162
16773,SD,2015-04-01,18847.977
16774,SD,2015-05-01,33878.07
16775,SD,2015-06-01,46226.462
16776,SD,2015-07-01,69662.598
16777,SD,2015-08-01,298363.139
16778,SD,2015-09-01,248255.19700000001
16779,SD,2015-10-01,241653.16999999998
16780,SD,2015-11-01,239850.58299999998
16781,SD,2015-12-01,267434.826
16782,SD,2016-01-01,298710.623
16783,SD,2016-02-01,245825.36800000002
16784,SD,2016-03-01,195044.201
16785,SD,2016-04-01,220705.13900000002
16786,SD,2016-05-01,225634.523
16787,SD,2016-06-01,298634.538
16788,SD,2016-07-01,327513.62
16789,SD,2016-08-01,325589.44700000004
16790,SD,2016-09-01,197704.92799999999
16791,SD,2016-10-01,66364.883
16792,SD,2016-11-01,260480.571
16793,SD,2016-12-01,281082.73600000003
16794,SD,2017-01-01,277095.09500000003
16795,SD,2017-02-01,188570.288
16796,SD,2017-03-01,234586.706
16797,SD,2017-04-01,120799.415
16798,SD,2017-05-01,248739.786
16799,SD,2017-06-01,267943.54099999997
16800,SD,2017-07-01,329023.472
16801,SD,2017-08-01,269029.762
16802,SD,2017-09-01,249064.076
16803,SD,2017-10-01,121992.697
16804,SD,2017-11-01,274511.942
16805,SD,2017-12-01,291784.751
16806,SD,2018-01-01,331001.365
16807,SD,2018-02-01,322637.681
16808,SD,2018-03-01,300671.55299999996
16809,SD,2018-04-01,169130.13999999998
16810,SD,2018-05-01,398562.09500000003
16811,SD,2018-06-01,342615.54
16812,SD,2018-07-01,418444.787
16813,SD,2018-08-01,380902.56499999994
16814,SD,2018-09-01,134804.83299999998
16815,SD,2018-10-01,24925.493000000002
16816,SD,2018-11-01,215194.69400000002
16817,SD,2018-12-01,348441.454
16818,SD,2019-01-01,342347.762
16819,SD,2019-02-01,355832.999
16820,SD,2019-03-01,413548.17500000005
16821,SD,2019-04-01,316709.6020000001
16822,SD,2019-05-01,223707.84900000002
16823,SD,2019-06-01,323361.616
16824,SD,2019-07-01,370959.316
16825,SD,2019-08-01,314520.23
16826,SD,2019-09-01,258959.329
16827,SD,2019-10-01,196093.467
16828,SD,2019-11-01,310660.802
16829,SD,2019-12-01,287790.80100000004
16830,SD,2020-01-01,272771.781
16831,SD,2020-02-01,227566.726
16832,SD,2020-03-01,276910.25200000004
16833,SD,2020-04-01,215577.89099999997
16834,SD,2020-05-01,42324.755000000005
16835,SD,2020-06-01,157484.36200000002
16836,SD,2020-07-01,334807.311
16837,SD,2020-08-01,315995.24000000005
16838,SD,2020-09-01,161133.795
16839,SD,2020-10-01,154478.809
16840,SD,2020-11-01,243960.144
16841,SD,2020-12-01,244491.55599999998
16842,SD,2021-01-01,288964.33400000003
16843,SD,2021-02-01,347167.223
16844,SD,2021-03-01,170210.529
16845,SD,2021-04-01,125874.096
16846,SD,2021-05-01,151374.826
16847,SD,2021-06-01,360743.516
16848,SD,2021-07-01,426331.34400000004
16849,SD,2021-08-01,396087.722
16850,SD,2021-09-01,171137.615
16851,SD,2021-10-01,59011.235
16852,SD,2021-11-01,57298.994999999995
16853,SD,2021-12-01,251680.48400000003
16854,SD,2022-01-01,291564.313
16855,SD,2022-02-01,248594.635
16856,SD,2022-03-01,266272.501
16857,SD,2022-04-01,186223.244
16858,SD,2022-05-01,244410.718
16859,SD,2022-06-01,350738.37700000004
16860,SD,2022-07-01,450562.685
16861,SD,2022-08-01,466601.974
16862,SD,2022-09-01,354372.40400000004
16863,SD,2022-10-01,98935.747
16864,SD,2022-11-01,81730.111
16865,SD,2022-12-01,73806.029
16866,SD,2023-01-01,56001.347
16867,SD,2023-02-01,163422.826
16868,SD,2023-03-01,281043.484
16869,SD,2023-04-01,174249.538
16870,SD,2023-05-01,293084.36
16871,SD,2023-06-01,337179.124
16872,SD,2023-07-01,443559.364
16873,SD,2023-08-01,414064.384
16874,SD,2023-09-01,300264.266
16875,SD,2023-10-01,134586.119
16876,SD,2023-11-01,278459.891
16877,SD,2023-12-01,304273.809
16878,SD,2024-01-01,393674.642
16879,SD,2024-02-01,264910.32200000004
16880,SD,2024-03-01,203802.831
16881,SD,2024-04-01,168392.23799999998
16882,SD,2024-05-01,252109.195
16883,SD,2024-06-01,261400.68000000002
16884,SD,2024-07-01,471344.276
16885,SD,2024-08-01,357897.23699999996
16886,SD,2024-09-01,241338.62
16887,SD,2024-10-01,120063.82
16888,SD,2024-11-01,274204.658
16889,SD,2024-12-01,373290.046
16890,TN,1990-01-01,4233530.023614596
16891,TN,1990-02-01,3608163.122182794
16892,TN,1990-03-01,3585314.962218362
16893,TN,1990-04-01,3403303.98402416
16894,TN,1990-05-01,3851430.460322208
16895,TN,1990-06-01,4337277.708874172
16896,TN,1990-07-01,4898073.179472828
16897,TN,1990-08-01,4788654.277836466
16898,TN,1990-09-01,4152597.8186196783
16899,TN,1990-10-01,3483058.853674987
16900,TN,1990-11-01,3365676.955959888
16901,TN,1990-12-01,3824826.653199861
16902,TN,1991-01-01,3977280.988031384
16903,TN,1991-02-01,3389766.579550781
16904,TN,1991-03-01,3368301.383430488
16905,TN,1991-04-01,3197307.248713871
16906,TN,1991-05-01,3618309.321327489
16907,TN,1991-06-01,4074748.986092932
16908,TN,1991-07-01,4601600.372747749
16909,TN,1991-08-01,4498804.428280108
16910,TN,1991-09-01,3901247.4844421223
16911,TN,1991-10-01,3272234.679249565
16912,TN,1991-11-01,3161957.7265606355
16913,TN,1991-12-01,3593315.801572875
16914,TN,1992-01-01,4196417.359058824
16915,TN,1992-02-01,3576532.6514245537
16916,TN,1992-03-01,3553884.7867436665
16917,TN,1992-04-01,3373469.38300896
16918,TN,1992-05-01,3817667.419565082
16919,TN,1992-06-01,4299255.554360847
16920,TN,1992-07-01,4855134.887818954
16921,TN,1992-08-01,4746675.192086375
16922,TN,1992-09-01,4116194.6352200536
16923,TN,1992-10-01,3452525.0924536404
16924,TN,1992-11-01,3336172.207163284
16925,TN,1992-12-01,3791296.831095758
16926,TN,1993-01-01,4956730.611407622
16927,TN,1993-02-01,4224534.253664173
16928,TN,1993-03-01,4197783.014561504
16929,TN,1993-04-01,3984679.6747493153
16930,TN,1993-05-01,4509358.184281242
16931,TN,1993-06-01,5078201.1866770405
16932,TN,1993-07-01,5734795.579618604
16933,TN,1993-08-01,5606684.991957178
16934,TN,1993-09-01,4861973.012971007
16935,TN,1993-10-01,4078058.817356541
16936,TN,1993-11-01,3940624.940099475
16937,TN,1993-12-01,4478209.732656295
16938,TN,1994-01-01,4400943.605505876
16939,TN,1994-02-01,3750846.7712801737
16940,TN,1994-03-01,3727095.088185414
16941,TN,1994-04-01,3537886.544452983
16942,TN,1994-05-01,4003734.037991703
16943,TN,1994-06-01,4508793.95957974
16944,TN,1994-07-01,5091765.906527363
16945,TN,1994-08-01,4978020.069650817
16946,TN,1994-09-01,4316810.962518791
16947,TN,1994-10-01,3620795.294748813
16948,TN,1994-11-01,3498771.567677109
16949,TN,1994-12-01,3976078.1918812175
16950,TN,1995-01-01,4855842.4172733
16951,TN,1995-02-01,4138549.021598125
16952,TN,1995-03-01,4112342.271275564
16953,TN,1995-04-01,3903576.3895185217
